Device_id,Model ID,Task ID,Stream ID,Op Name,OP Type,OP State,Task Type,Task Start Time(us),Task Duration(us),Task Wait Time(us),Block Dim,Mix Block Dim,HF32 Eligible,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Context ID,aicore_time(us),aic_total_cycles,aic_mac_fp16_ratio,aic_mac_int8_ratio,aic_cube_fops,aic_vector_fops,aiv_time(us),aiv_total_cycles,aiv_vec_fp32_ratio,aiv_vec_fp16_ratio,aiv_vec_int32_ratio,aiv_vec_misc_ratio,aiv_cube_fops,aiv_vector_fops
2,4294967295,20743,2,StridedSlice5,StridedSlice,dynamic,AI_VECTOR_CORE,1788521717556604.310	,5.82,436.14,40,0,NO,"""1,1025;2;2;2""",FLOAT;INT64;INT64;INT64,FORMAT_ND;FORMAT_ND;FORMAT_ND;FORMAT_ND,"""1,1024""",FLOAT,FORMAT_ND,N/A,0.0,0,0.0,0.0,0.0,0.0,3.638,261966,0.0,0.0,0.0,0.001,0.0,5120.0
2,4294967295,20744,2,StridedSlice5,StridedSlice,dynamic,AI_VECTOR_CORE,1788521717556728.550	,5.08,118.42,40,0,NO,"""1,1025;2;2;2""",FLOAT;INT64;INT64;INT64,FORMAT_ND;FORMAT_ND;FORMAT_ND;FORMAT_ND,"""1,1024""",FLOAT,FORMAT_ND,N/A,0.0,0,0.0,0.0,0.0,0.0,3.132,225530,0.0,0.0,0.0,0.001,0.0,5120.0
2,4294967295,20745,2,aclnnNeTensor_NotEqualAiCore_NotEqual,NotEqual,dynamic,AI_VECTOR_CORE,1788521717556787.110	,2.3,53.48,1,0,NO,"""1,1024;""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""1,1024""",BOOL,FORMAT_ND,N/A,0.0,0,0.0,0.0,0.0,0.0,1.817,3270,0.01,0.002,0.0,0.02,0.0,5120.0
2,4294967295,20746,2,LayerNorm6,LayerNormV3,dynamic,AI_VECTOR_CORE,1788521717557119.130	,24.8,329.72,40,0,NO,"""1024,768;768;768""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""1024,768;1024,1;1024,1""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,N/A,0.0,0,0.0,0.0,0.0,0.0,21.056,1516046,0.074,0.0,0.0,0.027,0.0,8511584.0
2,4294967295,20747,2,aclnnCast_CastAiCore_Cast,Cast,dynamic,AI_VECTOR_CORE,1788521717557166.350	,7.7,22.42,40,0,NO,"""1024,768""",FLOAT,FORMAT_ND,"""1024,768""",FLOAT16,FORMAT_ND,N/A,0.0,0,0.0,0.0,0.0,0.0,6.426,462686,0.0,0.0,0.0,0.001,0.0,10240.0
2,4294967295,20750,2,ReduceSum7,ReduceSum,dynamic,MIX_AIV,1788521717557605.150	,3.98,431.1,1,0,NO,"""1024;1""",FLOAT;INT64,FORMAT_ND;FORMAT_ND,"""""",FLOAT,FORMAT_ND,0,0.0,0,0.0,0.0,0.0,0.0,3.607,6493,0.002,0.0,0.0,0.002,0.0,1472.0
2,4294967295,20751,2,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1788521717557649.710	,1.4,40.58,1,0,NO,""";1""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""1""",FLOAT,FORMAT_ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.886,1595,0.001,0.0,0.0,0.004,0.0,256.0
2,4294967295,20752,2,aclnnCast_CastAiCore_Cast,Cast,dynamic,AI_VECTOR_CORE,1788521717557691.410	,1.44,40.3,1,0,NO,"""1,1024""",BOOL,FORMAT_ND,"""1,1024""",FLOAT16,FORMAT_ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.894,1609,0.0,0.005,0.0,0.004,0.0,1216.0
2,4294967295,20753,2,aclnnMatmul_MulAiCore_Mul,Mul,dynamic,AI_VECTOR_CORE,1788521717557738.790	,10.78,45.94,32,0,NO,"""1,1024,1;1,1,1024""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1,1024,1024""",FLOAT16,FORMAT_ND,N/A,0.0,0,0.0,0.0,0.0,0.0,7.809,449807,0.018,0.018,0.0,0.085,0.0,2791424.0
2,4294967295,20754,2,aclnnCast_CastAiCore_Cast,Cast,dynamic,AI_VECTOR_CORE,1788521717557763.150	,10.76,13.58,40,0,NO,"""768,768""",FLOAT,FORMAT_ND,"""768,768""",FLOAT16,FORMAT_ND,N/A,0.0,0,0.0,0.0,0.0,0.0,8.846,636920,0.0,0.0,0.0,0.0,0.0,7680.0
2,4294967295,20755,2,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1788521717557787.610	,14.56,13.7,12,0,NO,"""1024,768;768,768""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1024,768""",FLOAT16,FORMAT_ND,N/A,12.754,275491,0.554,0.0,1249239040.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,4294967295,20756,2,aclnnCast_CastAiCore_Cast,Cast,dynamic,AI_VECTOR_CORE,1788521717557812.450	,5.66,10.28,40,0,NO,"""768,768""",FLOAT,FORMAT_ND,"""768,768""",FLOAT16,FORMAT_ND,N/A,0.0,0,0.0,0.0,0.0,0.0,3.829,275720,0.0,0.0,0.0,0.001,0.0,7680.0
2,4294967295,20757,2,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1788521717557836.730	,13.74,18.62,12,0,NO,"""1024,768;768,768""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1024,768""",FLOAT16,FORMAT_ND,N/A,12.233,264239,0.577,0.0,1248911360.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,4294967295,20758,2,aclnnCast_CastAiCore_Cast,Cast,dynamic,AI_VECTOR_CORE,1788521717557861.370	,7.92,10.9,40,0,NO,"""1,1024,1024""",FLOAT16,FORMAT_NCL,"""1,1024,1024""",FLOAT,FORMAT_NCL,N/A,0.0,0,0.0,0.0,0.0,0.0,6.717,483591,0.034,0.0,0.0,0.001,0.0,1061376.0
2,4294967295,20760,2,aclnnMul_MulAiCore_Mul,Mul,dynamic,AI_VECTOR_CORE,1788521717557921.830	,14.12,52.54,40,0,NO,"""1,1024,1024;1,1024,1024""",FLOAT;FLOAT,FORMAT_NCL;FORMAT_NCL,"""1,1024,1024""",FLOAT,FORMAT_ND,N/A,0.0,0,0.0,0.0,0.0,0.0,11.984,862864,0.019,0.0,0.0,0.001,0.0,1066496.0
2,4294967295,20761,2,aclnnSub_SubAiCore_Sub,Sub,dynamic,AI_VECTOR_CORE,1788521717557957.010	,7.88,21.06,40,0,NO,"""1;1,1,1024,1024""",FLOAT;FLOAT,FORMAT_ND;NCHW,"""1,1,1024,1024""",FLOAT,FORMAT_ND,N/A,0.0,0,0.0,0.0,0.0,0.0,6.47,465823,0.035,0.0,0.0,0.002,0.0,1079296.0
2,4294967295,20762,2,aclnnMul_MulAiCore_Mul,Mul,dynamic,AI_VECTOR_CORE,1788521717557993.470	,8.36,28.58,40,0,NO,"""1,1,1024,1024;1""",FLOAT;FLOAT,NCHW;FORMAT_ND,"""1,1,1024,1024""",FLOAT,FORMAT_ND,N/A,0.0,0,0.0,0.0,0.0,0.0,7.116,512320,0.032,0.0,0.0,0.001,0.0,1066496.0
2,4294967295,20763,2,aclnnCast_CastAiCore_Cast,Cast,dynamic,AI_VECTOR_CORE,1788521717558017.710	,1.2,15.88,1,0,NO,"""768""",FLOAT,FORMAT_ND,"""768""",FLOAT16,FORMAT_ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.669,1205,0.0,0.0,0.0,0.005,0.0,192.0
2,4294967295,20764,2,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1788521717558042.150	,9.14,23.24,29,0,NO,"""1024,768;768""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1024,768""",FLOAT16,FORMAT_ND,N/A,0.0,0,0.0,0.0,0.0,0.0,6.366,332298,0.018,0.018,0.0,0.039,0.0,1592576.0
2,4294967295,20765,2,aclnnPermute_TransposeAiCore_Transpose,Transpose,dynamic,AI_VECTOR_CORE,1788521717558100.390	,18.36,49.1,40,0,NO,"""1,1024,12,64;4""",FLOAT16;INT64,NCHW;FORMAT_ND,"""1,12,64,1024""",FLOAT16,NCHW,N/A,0.0,0,0.0,0.0,0.0,0.0,14.496,1043735,0.0,0.0,0.0,0.006,0.0,206848.0
2,4294967295,20766,2,RealDiv8,RealDiv,dynamic,AI_VECTOR_CORE,1788521717558380.570	,7.98,261.82,40,0,NO,"""1,12,64,1024;""",FLOAT16;FLOAT16,NCHW;NCHW,"""1,12,64,1024""",FLOAT16,NCHW,N/A,0.0,0,0.0,0.0,0.0,0.0,6.057,436080,0.085,0.0,0.0,0.003,0.0,2402816.0
2,4294967295,20767,2,aclnnCast_CastAiCore_Cast,Cast,dynamic,AI_VECTOR_CORE,1788521717558427.690	,1.12,39.14,1,0,NO,"""768""",FLOAT,FORMAT_ND,"""768""",FLOAT16,FORMAT_ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.657,1183,0.0,0.0,0.0,0.005,0.0,192.0
2,4294967295,20768,2,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1788521717558463.770	,5.34,34.96,29,0,NO,"""1024,768;768""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1024,768""",FLOAT16,FORMAT_ND,N/A,0.0,0,0.0,0.0,0.0,0.0,3.468,181017,0.034,0.034,0.0,0.071,0.0,1592576.0
2,4294967295,20769,2,aclnnPermute_TransposeAiCore_Transpose,Transpose,dynamic,AI_VECTOR_CORE,1788521717558499.530	,24.54,30.42,40,0,NO,"""1,1024,12,64;4""",FLOAT16;INT64,NCHW;FORMAT_ND,"""1,12,1024,64""",FLOAT16,NCHW,N/A,0.0,0,0.0,0.0,0.0,0.0,19.24,1385253,0.0,0.0,0.0,0.009,0.0,403456.0
2,4294967295,20770,2,RealDiv8,RealDiv,dynamic,AI_VECTOR_CORE,1788521717558572.430	,7.82,48.36,40,0,NO,"""1,12,1024,64;""",FLOAT16;FLOAT16,NCHW;NCHW,"""1,12,1024,64""",FLOAT16,NCHW,N/A,0.0,0,0.0,0.0,0.0,0.0,6.134,441621,0.084,0.0,0.0,0.003,0.0,2402816.0
2,4294967295,20771,2,aclnnMatmul_BatchMatMulNd_BatchMatMulV2,BatchMatMulV2,dynamic,AI_CORE,1788521717558609.990	,82.28,29.74,20,0,NO,"""1,12,1024,64;1,12,64,1024""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1,12,1024,1024""",FLOAT16,FORMAT_ND,N/A,69.406,2498609,0.854,0.0,17471692800.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,4294967295,20772,2,aclnnCast_CastAiCore_Cast,Cast,dynamic,AI_VECTOR_CORE,1788521717558692.310	,31.06,0.04,40,0,NO,"""1,12,1024,1024""",FLOAT16,NCHW,"""1,12,1024,1024""",FLOAT,NCHW,N/A,0.0,0,0.0,0.0,0.0,0.0,29.508,2124568,0.093,0.0,0.0,0.001,0.0,12654592.0
2,4294967295,20773,2,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1788521717558723.390	,39.98,0.02,40,0,NO,"""1,1,1024,1024;1,12,1024,1024""",FLOAT;FLOAT,NCHW;NCHW,"""1,12,1024,1024""",FLOAT,FORMAT_ND,N/A,0.0,0,0.0,0.0,0.0,0.0,36.532,2630305,0.075,0.0,0.0,0.001,0.0,12691712.0
2,4294967295,20774,2,aclnnSoftmax_SoftmaxAiCore_SoftmaxV2,SoftmaxV2,dynamic,AI_VECTOR_CORE,1788521717558763.390	,103.6,0.02,40,0,NO,"""1,12288,1024""",FLOAT,FORMAT_NCL,"""1,12288,1024""",FLOAT,FORMAT_ND,N/A,0.0,0,0.0,0.0,0.0,0.0,100.482,7234739,0.198,0.0,0.0,0.069,0.0,107567936.0
2,4294967295,20775,2,aclnnCast_CastAiCore_Cast,Cast,dynamic,AI_VECTOR_CORE,1788521717558867.010	,10.04,0.02,40,0,NO,"""768,768""",FLOAT,FORMAT_ND,"""768,768""",FLOAT16,FORMAT_ND,N/A,0.0,0,0.0,0.0,0.0,0.0,8.592,618614,0.0,0.0,0.0,0.0,0.0,7680.0
2,4294967295,20776,2,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1788521717558877.090	,12.36,0.04,12,0,NO,"""1024,768;768,768""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1024,768""",FLOAT16,FORMAT_ND,N/A,11.458,247498,0.616,0.0,1249771520.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,4294967295,20777,2,aclnnCast_CastAiCore_Cast,Cast,dynamic,AI_VECTOR_CORE,1788521717558889.490	,17.7,0.04,40,0,NO,"""1,12,1024,1024""",FLOAT,NCHW,"""1,12,1024,1024""",FLOAT16,NCHW,N/A,0.0,0,0.0,0.0,0.0,0.0,16.146,1162529,0.0,0.0,0.0,0.002,0.0,71680.0
2,4294967295,20779,2,trans_Cast_0,Cast,dynamic,AI_VECTOR_CORE,1788521717558909.510	,1.32,2.32,1,0,NO,"""""",FLOAT16,FORMAT_ND,"""""",FLOAT,FORMAT_ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.805,1449,0.001,0.0,0.0,0.003,0.0,192.0
2,4294967295,20780,2,DropOutGenMask9/Sub,Sub,dynamic,AI_VECTOR_CORE,1788521717558918.890	,1.48,8.06,1,0,NO,"""1;""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""1""",FLOAT,FORMAT_ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.974,1754,0.001,0.0,0.0,0.002,0.0,192.0
2,4294967295,20781,2,trans_Cast_1,Cast,dynamic,AI_VECTOR_CORE,1788521717558942.890	,1.24,22.52,1,0,NO,"""1""",FLOAT,FORMAT_ND,"""1""",FLOAT16,FORMAT_ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.729,1312,0.001,0.0,0.0,0.003,0.0,192.0
2,4294967295,20783,2,DropOutGenMask9/DSAGENBITMASK,DSAGenBitMask,dynamic,DSA_SQE,1788521717558964.330	,100.02,20.2,1,0,NO,"""1;;1""",INT64;UINT64;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""1572864""",UINT8,FORMAT_ND,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,4294967295,20785,2,aclnnCast_CastAiCore_Cast,Cast,dynamic,AI_VECTOR_CORE,1788521717559067.610	,1.38,3.26,1,0,NO,"""768""",FLOAT,FORMAT_ND,"""768""",FLOAT16,FORMAT_ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.848,1527,0.0,0.0,0.0,0.004,0.0,192.0
2,4294967295,20786,2,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1788521717559069.030	,7.72,0.04,29,0,NO,"""1024,768;768""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1024,768""",FLOAT16,FORMAT_ND,N/A,0.0,0,0.0,0.0,0.0,0.0,6.016,314018,0.02,0.02,0.0,0.041,0.0,1592576.0
2,4294967295,20787,2,aclnnPermute_TransposeAiCore_Transpose,Transpose,dynamic,AI_VECTOR_CORE,1788521717559097.870	,24.26,21.12,40,0,NO,"""1,1024,12,64;4""",FLOAT16;INT64,NCHW;FORMAT_ND,"""1,12,1024,64""",FLOAT16,NCHW,N/A,0.0,0,0.0,0.0,0.0,0.0,18.132,1305481,0.0,0.0,0.0,0.01,0.0,403456.0
2,4294967295,20788,2,DropOutDoMask10,DropOutDoMask,dynamic,AI_VECTOR_CORE,1788521717559375.070	,22.88,252.94,40,0,NO,"""1,12,1024,1024;1572864;""",FLOAT16;UINT8;FLOAT16,NCHW;NCHW;NCHW,"""1,12,1024,1024""",FLOAT16,NCHW,N/A,0.0,0,0.0,0.0,0.0,0.0,19.326,1391476,0.141,0.141,0.0,0.001,0.0,37784576.0
2,4294967295,20789,2,aclnnMatmul_BatchMatMulNd_BatchMatMulV2,BatchMatMulV2,dynamic,AI_CORE,1788521717559422.170	,20.6,24.22,18,0,NO,"""1,12,1024,1024;1,12,1024,64""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1,12,1024,64""",FLOAT16,FORMAT_ND,N/A,18.762,607903,0.449,0.0,2234654720.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,4294967295,20790,2,aclnnPermute_TransposeAiCore_Transpose,Transpose,dynamic,AI_VECTOR_CORE,1788521717559459.390	,21.22,16.62,40,0,NO,"""1,12,1024,64;4""",FLOAT16;INT64,NCHW;FORMAT_ND,"""1,1024,12,64""",FLOAT16,NCHW,N/A,0.0,0,0.0,0.0,0.0,0.0,16.142,1162242,0.0,0.0,0.0,0.011,0.0,403456.0
2,4294967295,20791,2,aclnnCast_CastAiCore_Cast,Cast,dynamic,AI_VECTOR_CORE,1788521717559495.530	,10.46,14.92,40,0,NO,"""768,768""",FLOAT,FORMAT_ND,"""768,768""",FLOAT16,FORMAT_ND,N/A,0.0,0,0.0,0.0,0.0,0.0,9.06,652326,0.0,0.0,0.0,0.0,0.0,7680.0
2,4294967295,20792,2,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1788521717559520.150	,12.9,14.16,12,0,NO,"""1024,768;768,768""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1024,768""",FLOAT16,FORMAT_ND,N/A,11.613,250850,0.612,0.0,1258618880.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,4294967295,20793,2,aclnnCast_CastAiCore_Cast,Cast,dynamic,AI_VECTOR_CORE,1788521717559544.530	,1.28,11.48,1,0,NO,"""768""",FLOAT,FORMAT_ND,"""768""",FLOAT16,FORMAT_ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.687,1237,0.0,0.0,0.0,0.005,0.0,192.0
2,4294967295,20794,2,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1788521717559569.210	,7.54,23.4,29,0,NO,"""1024,768;768""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1024,768""",FLOAT16,FORMAT_ND,N/A,0.0,0,0.0,0.0,0.0,0.0,6.009,313645,0.02,0.02,0.0,0.041,0.0,1592576.0
2,4294967295,20797,2,trans_Cast_2,Cast,dynamic,AI_VECTOR_CORE,1788521717559676.590	,1.28,99.84,1,0,NO,"""""",FLOAT16,FORMAT_ND,"""""",FLOAT,FORMAT_ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.767,1381,0.001,0.0,0.0,0.003,0.0,192.0
2,4294967295,20798,2,DropOutGenMask11/Sub,Sub,dynamic,AI_VECTOR_CORE,1788521717559701.130	,1.48,23.26,1,0,NO,"""1;""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""1""",FLOAT,FORMAT_ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.963,1733,0.001,0.0,0.0,0.002,0.0,192.0
2,4294967295,20799,2,trans_Cast_3,Cast,dynamic,AI_VECTOR_CORE,1788521717559725.790	,1.22,23.18,1,0,NO,"""1""",FLOAT,FORMAT_ND,"""1""",FLOAT16,FORMAT_ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.715,1287,0.001,0.0,0.0,0.003,0.0,192.0
2,4294967295,20801,2,DropOutGenMask11/DSAGENBITMASK,DSAGenBitMask,dynamic,DSA_SQE,1788521717559747.530	,7.38,20.52,1,0,NO,"""1;;1""",INT64;UINT64;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""98304""",UINT8,FORMAT_ND,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,4294967295,20803,2,DropOutDoMask12,DropOutDoMask,dynamic,AI_VECTOR_CORE,1788521717560043.050	,8.8,288.14,40,0,NO,"""1024,768;98304;""",FLOAT16;UINT8;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""1024,768""",FLOAT16,FORMAT_ND,N/A,0.0,0,0.0,0.0,0.0,0.0,6.421,462294,0.027,0.027,0.0,0.001,0.0,2374656.0
2,4294967295,20804,2,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1788521717560090.410	,8.74,38.56,40,0,NO,"""1024,768;1024,768""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1024,768""",FLOAT16,FORMAT_ND,N/A,0.0,0,0.0,0.0,0.0,0.0,7.566,544717,0.011,0.011,0.0,0.0,0.0,1187328.0
2,4294967295,20805,2,aclnnCast_CastAiCore_Cast,Cast,dynamic,AI_VECTOR_CORE,1788521717560126.490	,7.42,27.34,40,0,NO,"""1024,768""",FLOAT16,FORMAT_ND,"""1024,768""",FLOAT,FORMAT_ND,N/A,0.0,0,0.0,0.0,0.0,0.0,6.021,433479,0.028,0.0,0.0,0.001,0.0,796672.0
2,4294967295,20806,2,LayerNorm6,LayerNormV3,dynamic,AI_VECTOR_CORE,1788521717560217.930	,25.64,84.02,40,0,NO,"""1024,768;768;768""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""1024,768;1024,1;1024,1""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,N/A,0.0,0,0.0,0.0,0.0,0.0,21.635,1557723,0.072,0.0,0.0,0.026,0.0,8511584.0
2,4294967295,20807,2,aclnnCast_CastAiCore_Cast,Cast,dynamic,AI_VECTOR_CORE,1788521717560253.550	,7.62,9.98,40,0,NO,"""1024,768""",FLOAT,FORMAT_ND,"""1024,768""",FLOAT16,FORMAT_ND,N/A,0.0,0,0.0,0.0,0.0,0.0,6.299,453510,0.0,0.0,0.0,0.001,0.0,10240.0
2,4294967295,20808,2,aclnnCast_CastAiCore_Cast,Cast,dynamic,AI_VECTOR_CORE,1788521717560277.770	,15.78,16.6,40,0,NO,"""768,3072""",FLOAT,FORMAT_ND,"""768,3072""",FLOAT16,FORMAT_ND,N/A,0.0,0,0.0,0.0,0.0,0.0,13.472,970002,0.0,0.0,0.0,0.001,0.0,17920.0
2,4294967295,20809,2,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1788521717560314.590	,28.66,21.04,20,0,NO,"""1024,768;768,3072""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1024,3072""",FLOAT16,FORMAT_ND,N/A,27.218,979833,0.68,0.0,5459640320.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,4294967295,20810,2,aclnnCast_CastAiCore_Cast,Cast,dynamic,AI_VECTOR_CORE,1788521717560343.290	,1.62,0.04,3,0,NO,"""3072""",FLOAT,FORMAT_ND,"""3072""",FLOAT16,FORMAT_ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.917,4952,0.0,0.0,0.0,0.004,0.0,576.0
